NM_MUN,CD_MUN,TOT_POP,ABS_POP_BRANCA,ABS_POP_PRETA,ABS_POP_AMARELA,ABS_POP_PARDA,ABS_POP_INDIGENA,IGNORADOS,PERC_BRANCA,PERC_PRETA,PERC_AMARELA,PERC_PARDA,PERC_INDIGENA,ABS_INDIGENA_COR_RACA,PERC_INDIGENA_COR_RACA
Cachoeira do Piriá,  1 501 956 ,   19 630,   2 712,   2 470,5,   14 412,31,0,"13,8","12,6","0,0","73,4","0,2",    34 ,"0,2"
Cachoeira do Arari,  1 502 004 ,   23 981,   2 124,   3 508,14,   18 319,16,0,"8,9","14,6","0,1","76,4","0,1",    17 ,"0,1"
Cametá,  1 502 103 ,   134 184,   23 161,   10 565,55,   100 277,125,1,"17,3","7,9","0,0","74,7","0,1",    125 ,"0,1"
Canaã dos Carajás,  1 502 152 ,   77 079,   16 694,   7 515,204,   52 546,120,0,"21,7","9,7","0,3","68,2","0,2",    120 ,"0,2"
Capanema,  1 502 202 ,   70 394,   16 489,   3 796,149,   49 858,102,0,"23,4","5,4","0,2","70,8","0,1",    106 ,"0,2"
Capitão Poço,  1 502 301 ,   56 506,   8 253,   3 059,43,   45 081,69,1,"14,6","5,4","0,1","79,8","0,1",    71 ,"0,1"
Castanhal,  1 502 400 ,   192 256,   42 881,   16 429,719,   132 079,144,4,"22,3","8,5","0,4","68,7","0,1",    144 ,"0,1"
Chaves,  1 502 509 ,   20 757,   2 620,   2 692,40,   15 381,24,0,"12,6","13,0","0,2","74,1","0,1",    26 ,"0,1"
Colares,  1 502 608 ,   12 868,   2 165,834,2,   9 855,12,0,"16,8","6,5","0,0","76,6","0,1",    55 ,"0,4"
Conceição do Araguaia,  1 502 707 ,   44 617,   9 601,   5 992,142,   28 776,102,4,"21,5","13,4","0,3","64,5","0,2",    107 ,"0,2"
Concórdia do Pará,  1 502 756 ,   26 881,   3 659,   4 594,52,   18 543,33,0,"13,6","17,1","0,2","69,0","0,1",    33 ,"0,1"
Cumaru do Norte,  1 502 764 ,   14 036,   2 273,   1 502,12,   7 246,   2 446,557,"16,9","11,1","0,1","53,8","18,1",   2 487 ,"17,7"
Curionópolis,  1 502 772 ,   19 950,   4 019,   2 192,15,   13 693,31,0,"20,1","11,0","0,1","68,6","0,2",    31 ,"0,2"
Curralinho,  1 502 806 ,   33 903,   4 925,   2 117,13,   26 835,13,0,"14,5","6,2","0,0","79,2","0,0",    13 ,"0,0"
Curuá,  1 502 855 ,   14 117,   1 741,813,1,   11 552,10,0,"12,3","5,8","0,0","81,8","0,1",    35 ,"0,2"
Curuçá,  1 502 905 ,   41 262,   7 190,   2 159,33,   31 857,23,0,"17,4","5,2","0,1","77,2","0,1",    23 ,"0,1"
Dom Eliseu,  1 502 939 ,   58 484,   13 176,   6 145,82,   39 034,47,0,"22,5","10,5","0,1","66,7","0,1",    47 ,"0,1"
Eldorado do Carajás,  1 502 954 ,   28 192,   5 526,   3 409,22,   19 198,37,0,"19,6","12,1","0,1","68,1","0,1",    37 ,"0,1"
Faro,  1 503 002 ,   8 728,   1 129,201,1,   7 314,83,0,"12,9","2,3","0,0","83,8","1,0",    83 ,"1,0"
Floresta do Araguaia,  1 503 044 ,   17 898,   3 816,   1 896,23,   12 134,29,0,"21,3","10,6","0,1","67,8","0,2",    30 ,"0,2"
Garrafão do Norte,  1 503 077 ,   24 703,   3 324,   1 523,29,   19 819,8,0,"13,5","6,2","0,1","80,2","0,0",    9 ,"0,0"
Goianésia do Pará,  1 503 093 ,   26 362,   5 095,   2 860,15,   18 279,112,1,"19,3","10,8","0,1","69,3","0,4",    116 ,"0,4"
Gurupá,  1 503 101 ,   31 786,   5 092,   1 992,8,   24 643,51,0,"16,0","6,3","0,0","77,5","0,2",    61 ,"0,2"
Igarapé-Açu,  1 503 200 ,   35 797,   6 803,   2 108,105,   26 754,25,2,"19,0","5,9","0,3","74,7","0,1",    25 ,"0,1"
Igarapé-Miri,  1 503 309 ,   64 831,   11 507,   11 062,24,   42 215,23,0,"17,7","17,1","0,0","65,1","0,0",    23 ,"0,0"
Inhangapi,  1 503 408 ,   10 325,   1 030,   1 569,10,   7 709,7,0,"10,0","15,2","0,1","74,7","0,1",    7 ,"0,1"
Ipixuna do Pará,  1 503 457 ,   30 329,   4 748,   3 052,26,   22 468,35,0,"15,7","10,1","0,1","74,1","0,1",    37 ,"0,1"
Irituia,  1 503 507 ,   30 955,   4 224,   3 023,34,   23 661,12,1,"13,6","9,8","0,1","76,4","0,0",    12 ,"0,0"
Itaituba,  1 503 606 ,   123 314,   23 860,   13 079,135,   84 202,   2 035,3,"19,3","10,6","0,1","68,3","1,7",   2 720 ,"2,2"
Itupiranga,  1 503 705 ,   49 754,   9 112,   6 270,62,   33 868,442,0,"18,3","12,6","0,1","68,1","0,9",    449 ,"0,9"
Jacareacanga,  1 503 754 ,   24 042,   1 854,   1 214,17,   7 141,   13 816,0,"7,7","5,0","0,1","29,7","57,5",   14 216 ,"59,1"
Jacundá,  1 503 804 ,   37 707,   7 819,   4 488,62,   25 293,42,3,"20,7","11,9","0,2","67,1","0,1",    47 ,"0,1"
Juruti,  1 503 903 ,   50 881,   6 241,   2 538,69,   41 921,112,0,"12,3","5,0","0,1","82,4","0,2",    128 ,"0,3"
Limoeiro do Ajuru,  1 504 000 ,   29 569,   5 112,   1 146,2,   23 296,13,0,"17,3","3,9","0,0","78,8","0,0",    13 ,"0,0"
Mãe do Rio,  1 504 059 ,   34 353,   6 601,   2 909,50,   24 779,13,1,"19,2","8,5","0,1","72,1","0,0",    13 ,"0,0"
Magalhães Barata,  1 504 109 ,   8 115,   1 314,379,- ,   6 421,1,0,"16,2","4,7","0,0","79,1","0,0",    1 ,"0,0"
Marabá,  1 504 208 ,   266 533,   48 548,   26 407,266,   190 750,552,10,"18,2","9,9","0,1","71,6","0,2",    580 ,"0,2"
Maracanã,  1 504 307 ,   25 971,   4 279,   1 361,5,   20 309,16,1,"16,5","5,2","0,0","78,2","0,1",    16 ,"0,1"
Marapanim,  1 504 406 ,   26 573,   4 166,   1 385,2,   21 013,7,0,"15,7","5,2","0,0","79,1","0,0",    10 ,"0,0"
Marituba,  1 504 422 ,   111 785,   22 505,   11 256,117,   77 809,94,4,"20,1","10,1","0,1","69,6","0,1",    94 ,"0,1"
Medicilândia,  1 504 455 ,   27 094,   5 461,   2 625,70,   18 920,18,0,"20,2","9,7","0,3","69,8","0,1",    18 ,"0,1"
Melgaço,  1 504 505 ,   27 881,   3 830,   3 075,14,   20 950,11,1,"13,7","11,0","0,1","75,1","0,0",    11 ,"0,0"
Mocajuba,  1 504 604 ,   27 198,   5 067,   3 168,6,   18 910,47,0,"18,6","11,6","0,0","69,5","0,2",    47 ,"0,2"
Moju,  1 504 703 ,   84 094,   11 124,   11 077,74,   61 588,230,1,"13,2","13,2","0,1","73,2","0,3",    258 ,"0,3"
Mojuí dos Campos,  1 504 752 ,   23 501,   3 500,   1 301,26,   18 630,44,0,"14,9","5,5","0,1","79,3","0,2",    231 ,"1,0"
Monte Alegre,  1 504 802 ,   60 012,   10 163,   3 569,101,   46 122,57,0,"16,9","5,9","0,2","76,9","0,1",    65 ,"0,1"
Muaná,  1 504 901 ,   45 368,   6 048,   2 149,4,   37 166,1,0,"13,3","4,7","0,0","81,9","0,0",    7 ,"0,0"
Nova Esperança do Piriá,  1 504 950 ,   20 478,   3 195,   1 417,24,   15 810,32,0,"15,6","6,9","0,1","77,2","0,2",    80 ,"0,4"
Nova Ipixuna,  1 504 976 ,   13 955,   2 057,   2 235,10,   9 641,8,4,"14,7","16,0","0,1","69,1","0,1",    8 ,"0,1"
Nova Timboteua,  1 505 007 ,   12 806,   2 135,850,13,   9 804,3,1,"16,7","6,6","0,1","76,6","0,0",    3 ,"0,0"
Novo Progresso,  1 505 031 ,   33 638,   9 787,   2 721,65,   20 994,71,0,"29,1","8,1","0,2","62,4","0,2",    71 ,"0,2"
Novo Repartimento,  1 505 064 ,   60 732,   10 802,   6 568,134,   42 108,   1 119,1,"17,8","10,8","0,2","69,3","1,8",   1 122 ,"1,8"
Óbidos,  1 505 106 ,   52 229,   7 840,   6 399,15,   37 106,868,1,"15,0","12,3","0,0","71,0","1,7",    872 ,"1,7"
Oeiras do Pará,  1 505 205 ,   33 844,   2 839,   3 985,9,   26 996,15,0,"8,4","11,8","0,0","79,8","0,0",    15 ,"0,0"
Oriximiná,  1 505 304 ,   68 294,   9 451,   9 028,38,   45 975,   3 802,0,"13,8","13,2","0,1","67,3","5,6",   3 805 ,"5,6"
Ourém,  1 505 403 ,   17 855,   2 407,   2 015,16,   13 378,39,0,"13,5","11,3","0,1","74,9","0,2",    39 ,"0,2"
Ourilândia do Norte,  1 505 437 ,   32 467,   7 164,   3 135,13,   20 686,   1 468,1,"22,1","9,7","0,0","63,7","4,5",   1 468 ,"4,5"
Pacajá,  1 505 486 ,   41 097,   6 988,   4 249,16,   29 811,33,0,"17,0","10,3","0,0","72,5","0,1",    33 ,"0,1"
Palestina do Pará,  1 505 494 ,   6 885,   1 252,875,5,   4 748,5,0,"18,2","12,7","0,1","69,0","0,1",    5 ,"0,1"
Paragominas,  1 505 502 ,   105 550,   21 410,   10 702,167,   71 824,   1 328,119,"20,3","10,2","0,2","68,1","1,3",   1 422 ,"1,3"
Parauapebas,  1 505 536 ,   267 836,   56 707,   26 734,351,   182 069,   1 965,10,"21,2","10,0","0,1","68,0","0,7",   1 974 ,"0,7"
Pau D'Arco,  1 505 551 ,   6 931,   1 245,608,6,   4 612,460,0,"18,0","8,8","0,1","66,5","6,6",    460 ,"6,6"
Peixe-Boi,  1 505 601 ,   8 285,   1 596,459,10,   6 217,3,0,"19,3","5,5","0,1","75,0","0,0",    35 ,"0,4"
Piçarra,  1 505 635 ,   12 832,   2 148,   1 680,25,   8 964,5,10,"16,8","13,1","0,2","69,9","0,0",    5 ,"0,0"
Placas,  1 505 650 ,   18 668,   4 260,   2 321,43,   12 023,21,0,"22,8","12,4","0,2","64,4","0,1",    22 ,"0,1"
Ponta de Pedras,  1 505 700 ,   24 984,   4 073,   2 179,11,   18 699,22,0,"16,3","8,7","0,0","74,8","0,1",    131 ,"0,5"
Portel,  1 505 809 ,   62 503,   8 481,   4 200,14,   49 781,26,1,"13,6","6,7","0,0","79,6","0,0",    26 ,"0,0"
Porto de Moz,  1 505 908 ,   40 597,   4 650,   2 239,11,   33 604,93,0,"11,5","5,5","0,0","82,8","0,2",    108 ,"0,3"
Prainha,  1 506 005 ,   35 577,   3 653,   2 975,26,   28 900,23,0,"10,3","8,4","0,1","81,2","0,1",    41 ,"0,1"
Primavera,  1 506 104 ,   10 851,   1 631,529,8,   8 679,3,1,"15,0","4,9","0,1","80,0","0,0",    3 ,"0,0"
Quatipuru,  1 506 112 ,   11 524,   2 228,627,4,   8 653,12,0,"19,3","5,4","0,0","75,1","0,1",    12 ,"0,1"
Redenção,  1 506 138 ,   85 597,   21 094,   10 490,104,   53 606,299,4,"24,6","12,3","0,1","62,6","0,3",    306 ,"0,4"
Rio Maria,  1 506 161 ,   18 384,   4 363,   2 080,76,   11 829,36,0,"23,7","11,3","0,4","64,3","0,2",    36 ,"0,2"
Rondon do Pará,  1 506 187 ,   53 143,   11 241,   4 035,12,   37 745,108,2,"21,2","7,6","0,0","71,0","0,2",    109 ,"0,2"
Rurópolis,  1 506 195 ,   35 769,   7 287,   3 601,40,   24 772,69,0,"20,4","10,1","0,1","69,3","0,2",    299 ,"0,8"
Salinópolis,  1 506 203 ,   44 772,   7 388,   2 191,36,   35 086,71,0,"16,5","4,9","0,1","78,4","0,2",    71 ,"0,2"
Salvaterra,  1 506 302 ,   24 129,   2 598,   5 136,10,   16 364,21,0,"10,8","21,3","0,0","67,8","0,1",    21 ,"0,1"
Santa Bárbara do Pará,  1 506 351 ,   21 087,   3 409,   2 076,17,   15 561,24,0,"16,2","9,8","0,1","73,8","0,1",    288 ,"1,4"
Santa Cruz do Arari,  1 506 401 ,   7 445,977,   1 945,10,   4 509,4,0,"13,1","26,1","0,1","60,6","0,1",    4 ,"0,1"
Santa Izabel do Pará,  1 506 500 ,   73 019,   11 585,   7 236,279,   53 832,86,1,"15,9","9,9","0,4","73,7","0,1",    86 ,"0,1"
Santa Luzia do Pará,  1 506 559 ,   20 370,   3 369,   1 547,24,   14 694,736,0,"16,5","7,6","0,1","72,1","3,6",    897 ,"4,4"
Santa Maria das Barreiras,  1 506 583 ,   16 548,   3 582,   1 694,26,   11 146,100,0,"21,6","10,2","0,2","67,4","0,6",    122 ,"0,7"
Santa Maria do Pará,  1 506 609 ,   24 624,   4 867,   1 455,59,   17 848,395,0,"19,8","5,9","0,2","72,5","1,6",    400 ,"1,6"
Santana do Araguaia,  1 506 708 ,   32 413,   6 971,   4 312,84,   20 900,145,1,"21,5","13,3","0,3","64,5","0,4",    145 ,"0,4"
Santarém,  1 506 807 ,   331 942,   56 124,   23 988,389,   240 817,   10 602,22,"16,9","7,2","0,1","72,6","3,2",   16 955 ,"5,1"
Santarém Novo,  1 506 906 ,   6 116,866,383,9,   4 854,4,0,"14,2","6,3","0,1","79,4","0,1",    4 ,"0,1"
Santo Antônio do Tauá,  1 507 003 ,   27 461,   5 109,   1 935,50,   20 328,39,0,"18,6","7,0","0,2","74,0","0,1",    39 ,"0,1"
São Caetano de Odivelas,  1 507 102 ,   16 666,   2 879,950,12,   12 819,6,0,"17,3","5,7","0,1","76,9","0,0",    6 ,"0,0"
São Domingos do Araguaia,  1 507 151 ,   21 092,   3 910,   2 204,31,   14 889,57,1,"18,5","10,4","0,1","70,6","0,3",    61 ,"0,3"
São Domingos do Capim,  1 507 201 ,   30 599,   3 564,   3 116,15,   23 897,7,0,"11,6","10,2","0,0","78,1","0,0",    49 ,"0,2"
São Félix do Xingu,  1 507 300 ,   65 418,   12 033,   6 152,72,   44 722,   2 439,0,"18,4","9,4","0,1","68,4","3,7",   2 451 ,"3,7"
São Francisco do Pará,  1 507 409 ,   14 894,   2 535,819,21,   11 495,24,0,"17,0","5,5","0,1","77,2","0,2",    24 ,"0,2"
São Geraldo do Araguaia,  1 507 458 ,   24 255,   4 524,   3 002,24,   16 241,463,1,"18,7","12,4","0,1","67,0","1,9",    483 ,"2,0"
São João da Ponta,  1 507 466 ,   4 430,429,125,2,   3 873,1,0,"9,7","2,8","0,0","87,4","0,0",    1 ,"0,0"
São João de Pirabas,  1 507 474 ,   20 689,   3 527,989,9,   16 160,4,0,"17,0","4,8","0,0","78,1","0,0",    4 ,"0,0"
São João do Araguaia,  1 507 508 ,   13 664,   2 014,   1 851,13,   9 761,25,0,"14,7","13,5","0,1","71,4","0,2",    25 ,"0,2"
São Miguel do Guamá,  1 507 607 ,   52 894,   5 750,   5 638,45,   41 427,33,1,"10,9","10,7","0,1","78,3","0,1",    33 ,"0,1"
São Sebastião da Boa Vista,  1 507 706 ,   25 643,   5 030,   1 568,30,   18 992,23,0,"19,6","6,1","0,1","74,1","0,1",    62 ,"0,2"
Sapucaia,  1 507 755 ,   5 847,   1 099,437,8,   4 298,5,0,"18,8","7,5","0,1","73,5","0,1",    5 ,"0,1"
Senador José Porfírio,  1 507 805 ,   22 576,   3 289,   2 664,39,   15 763,821,0,"14,6","11,8","0,2","69,8","3,6",    852 ,"3,8"
Soure,  1 507 904 ,   24 204,   2 750,   4 458,12,   16 958,26,0,"11,4","18,4","0,0","70,1","0,1",    26 ,"0,1"
Tailândia,  1 507 953 ,   72 493,   13 465,   8 663,155,   50 123,85,2,"18,6","12,0","0,2","69,1","0,1",    85 ,"0,1"
Terra Alta,  1 507 961 ,   10 400,   1 797,665,19,   7 917,2,0,"17,3","6,4","0,2","76,1","0,0",    2 ,"0,0"
Terra Santa,  1 507 979 ,   18 782,   2 975,637,6,   15 137,26,1,"15,8","3,4","0,0","80,6","0,1",    26 ,"0,1"
Tomé-Açu,  1 508 001 ,   67 585,   10 838,   7 803,502,   47 913,529,0,"16,0","11,5","0,7","70,9","0,8",    583 ,"0,9"
Tracuateua,  1 508 035 ,   28 595,   2 569,   1 006,8,   24 993,19,0,"9,0","3,5","0,0","87,4","0,1",    19 ,"0,1"
Trairão,  1 508 050 ,   15 242,   3 098,   1 250,7,   10 543,344,0,"20,3","8,2","0,0","69,2","2,3",    471 ,"3,1"
Tucumã,  1 508 084 ,   39 550,   10 783,   3 276,62,   25 388,39,2,"27,3","8,3","0,2","64,2","0,1",    39 ,"0,1"
Tucuruí,  1 508 100 ,   91 306,   20 702,   10 284,88,   59 425,805,2,"22,7","11,3","0,1","65,1","0,9",    813 ,"0,9"
Ulianópolis,  1 508 126 ,   37 972,   8 860,   3 435,49,   25 592,35,1,"23,3","9,0","0,1","67,4","0,1",    35 ,"0,1"
Uruará,  1 508 159 ,   43 558,   9 503,   4 409,11,   29 535,100,0,"21,8","10,1","0,0","67,8","0,2",    118 ,"0,3"
Vigia,  1 508 209 ,   50 832,   10 924,   3 632,24,   36 224,25,3,"21,5","7,1","0,0","71,3","0,0",    28 ,"0,1"
Viseu,  1 508 308 ,   58 692,   6 782,   3 385,24,   48 435,66,0,"11,6","5,8","0,0","82,5","0,1",    66 ,"0,1"
Vitória do Xingu,  1 508 357 ,   15 607,   2 730,   1 666,24,   10 667,517,3,"17,5","10,7","0,2","68,4","3,3",    570 ,"3,7"
Xinguara,  1 508 407 ,   52 893,   12 369,   4 933,69,   35 466,56,0,"23,4","9,3","0,1","67,1","0,1",    56 ,"0,1"
Serra do Navio,  1 600 055 ,   4 673,   1 061,370,1,   3 238,3,0,"22,7","7,9","0,0","69,3","0,1",    3 ,"0,1"
Amapá,  1 600 105 ,   7 943,   1 454,769,8,   5 705,7,0,"18,3","9,7","0,1","71,8","0,1",    7 ,"0,1"
Pedra Branca do Amapari,  1 600 154 ,   12 847,   2 318,   1 284,14,   7 562,   1 669,0,"18,0","10,0","0,1","58,9","13,0",   1 676 ,"13,0"
Calçoene,  1 600 204 ,   10 612,   1 710,   1 622,3,   7 260,17,0,"16,1","15,3","0,0","68,4","0,2",    17 ,"0,2"
Cutias,  1 600 212 ,   4 461,595,381,4,   3 480,- ,1,"13,3","8,5","0,1","78,0","0,0",- ,"0,0"
Ferreira Gomes,  1 600 238 ,   6 666,   1 134,956,4,   4 571,1,0,"17,0","14,3","0,1","68,6","0,0",    1 ,"0,0"
Itaubal,  1 600 253 ,   5 599,779,679,12,   4 126,3,0,"13,9","12,1","0,2","73,7","0,1",    3 ,"0,1"
Laranjal do Jari,  1 600 279 ,   35 114,   6 115,   4 202,23,   24 629,145,0,"17,4","12,0","0,1","70,1","0,4",    145 ,"0,4"
Macapá,  1 600 303 ,   442 933,   104 145,   56 592,532,   280 577,   1 079,8,"23,5","12,8","0,1","63,3","0,2",   1 245 ,"0,3"
Mazagão,  1 600 402 ,   21 924,   3 236,   3 043,19,   15 602,24,0,"14,8","13,9","0,1","71,2","0,1",    24 ,"0,1"
Oiapoque,  1 600 501 ,   27 482,   3 959,   2 580,15,   13 641,   7 287,0,"14,4","9,4","0,1","49,6","26,5",   8 088 ,"29,4"
Porto Grande,  1 600 535 ,   17 848,   3 380,   1 711,39,   12 690,28,0,"18,9","9,6","0,2","71,1","0,2",    28 ,"0,2"
Pracuúba,  1 600 550 ,   3 803,502,474,1,   2 823,3,0,"13,2","12,5","0,0","74,2","0,1",    3 ,"0,1"
Santana,  1 600 600 ,   107 618,   22 875,   9 301,58,   75 322,60,2,"21,3","8,6","0,1","70,0","0,1",    80 ,"0,1"
Tartarugalzinho,  1 600 709 ,   12 945,   1 893,   1 697,8,   9 336,11,0,"14,6","13,1","0,1","72,1","0,1",    11 ,"0,1"
Vitória do Jari,  1 600 808 ,   11 291,   1 866,   1 001,7,   8 413,3,1,"16,5","8,9","0,1","74,5","0,0",    3 ,"0,0"
Abreulândia,  1 700 251 ,   2 576,672,330,18,   1 555,1,0,"26,1","12,8","0,7","60,4","0,0",    1 ,"0,0"
Aguiarnópolis,  1 700 301 ,   4 497,824,437,- ,   3 232,4,0,"18,3","9,7","0,0","71,9","0,1",    4 ,"0,1"
Aliança do Tocantins,  1 700 350 ,   5 147,   1 090,723,5,   3 322,7,0,"21,2","14,0","0,1","64,5","0,1",    7 ,"0,1"
Almas,  1 700 400 ,   6 499,820,   1 462,4,   4 211,2,0,"12,6","22,5","0,1","64,8","0,0",    2 ,"0,0"
Alvorada,  1 700 707 ,   8 802,   2 494,617,9,   5 673,9,0,"28,3","7,0","0,1","64,5","0,1",    9 ,"0,1"
Ananás,  1 701 002 ,   10 325,   1 992,   1 151,14,   7 159,9,0,"19,3","11,1","0,1","69,3","0,1",    9 ,"0,1"
Angico,  1 701 051 ,   2 876,597,459,1,   1 814,5,0,"20,8","16,0","0,0","63,1","0,2",    5 ,"0,2"
Aparecida do Rio Negro,  1 701 101 ,   4 856,928,504,3,   3 399,22,0,"19,1","10,4","0,1","70,0","0,5",    22 ,"0,5"
Aragominas,  1 701 309 ,   5 290,   1 005,845,10,   3 408,21,1,"19,0","16,0","0,2","64,4","0,4",    21 ,"0,4"
Araguacema,  1 701 903 ,   5 927,   1 151,756,3,   4 001,16,0,"19,4","12,8","0,1","67,5","0,3",    16 ,"0,3"
Araguaçu,  1 702 000 ,   8 133,   2 287,820,9,   4 982,35,0,"28,1","10,1","0,1","61,3","0,4",    40 ,"0,5"
Araguaína,  1 702 109 ,   171 301,   45 334,   22 201,473,   102 930,359,4,"26,5","13,0","0,3","60,1","0,2",    359 ,"0,2"
Araguanã,  1 702 158 ,   4 310,863,682,- ,   2 760,5,0,"20,0","15,8","0,0","64,0","0,1",    5 ,"0,1"
Araguatins,  1 702 208 ,   31 918,   6 123,   5 026,36,   20 691,42,0,"19,2","15,7","0,1","64,8","0,1",    42 ,"0,1"
Arapoema,  1 702 307 ,   5 550,   1 333,741,2,   3 472,2,0,"24,0","13,4","0,0","62,6","0,0",    2 ,"0,0"
Arraias,  1 702 406 ,   10 287,881,   3 571,25,   5 800,10,0,"8,6","34,7","0,2","56,4","0,1",    10 ,"0,1"
Augustinópolis,  1 702 554 ,   17 484,   3 404,   2 334,19,   11 706,21,0,"19,5","13,3","0,1","67,0","0,1",    21 ,"0,1"
Aurora do Tocantins,  1 702 703 ,   3 342,489,576,3,   2 273,1,0,"14,6","17,2","0,1","68,0","0,0",    1 ,"0,0"
Axixá do Tocantins,  1 702 901 ,   10 262,   1 679,   1 114,15,   7 450,4,0,"16,4","10,9","0,1","72,6","0,0",    4 ,"0,0"
Babaçulândia,  1 703 008 ,   7 880,   1 586,981,3,   5 297,13,0,"20,1","12,4","0,0","67,2","0,2",    13 ,"0,2"
Bandeirantes do Tocantins,  1 703 057 ,   3 407,817,414,4,   2 168,4,0,"24,0","12,2","0,1","63,6","0,1",    4 ,"0,1"
Barra do Ouro,  1 703 073 ,   4 476,787,607,5,   3 059,18,0,"17,6","13,6","0,1","68,3","0,4",    18 ,"0,4"
Barrolândia,  1 703 107 ,   4 846,   1 569,502,4,   2 752,19,0,"32,4","10,4","0,1","56,8","0,4",    19 ,"0,4"
Bernardo Sayão,  1 703 206 ,   4 229,   1 106,390,3,   2 728,2,0,"26,2","9,2","0,1","64,5","0,0",    2 ,"0,0"
Bom Jesus do Tocantins,  1 703 305 ,   4 038,695,425,14,   2 887,17,0,"17,2","10,5","0,3","71,5","0,4",    17 ,"0,4"
Brasilândia do Tocantins,  1 703 602 ,   1 974,359,305,1,   1 306,3,0,"18,2","15,5","0,1","66,2","0,2",    3 ,"0,2"
Brejinho de Nazaré,  1 703 701 ,   4 725,604,   1 357,8,   2 749,7,0,"12,8","28,7","0,2","58,2","0,1",    7 ,"0,1"
Buriti do Tocantins,  1 703 800 ,   10 307,   1 771,   1 209,2,   7 304,21,0,"17,2","11,7","0,0","70,9","0,2",    21 ,"0,2"
Cachoeirinha,  1 703 826 ,   1 961,331,184,1,   1 414,31,0,"16,9","9,4","0,1","72,1","1,6",    44 ,"2,2"
Campos Lindos,  1 703 842 ,   8 653,   1 811,803,3,   6 030,6,0,"20,9","9,3","0,0","69,7","0,1",    6 ,"0,1"
Cariri do Tocantins,  1 703 867 ,   4 007,   1 019,412,11,   2 560,5,0,"25,4","10,3","0,3","63,9","0,1",    5 ,"0,1"
Carmolândia,  1 703 883 ,   2 201,438,388,9,   1 359,7,0,"19,9","17,6","0,4","61,7","0,3",    7 ,"0,3"
Carrasco Bonito,  1 703 891 ,   3 318,490,588,6,   2 230,4,0,"14,8","17,7","0,2","67,2","0,1",    4 ,"0,1"
Caseara,  1 703 909 ,   4 847,   1 217,378,1,   3 235,16,0,"25,1","7,8","0,0","66,7","0,3",    16 ,"0,3"
Centenário,  1 704 105 ,   2 131,228,223,1,   1 677,2,0,"10,7","10,5","0,0","78,7","0,1",    2 ,"0,1"
Chapada de Areia,  1 704 600 ,   1 501,297,174,1,   1 026,3,0,"19,8","11,6","0,1","68,4","0,2",    3 ,"0,2"
Chapada da Natividade,  1 705 102 ,   3 117,287,606,10,   2 214,- ,0,"9,2","19,4","0,3","71,0","0,0",- ,"0,0"
Colinas do Tocantins,  1 705 508 ,   34 233,   9 234,   4 314,98,   20 510,76,1,"27,0","12,6","0,3","59,9","0,2",    76 ,"0,2"
Combinado,  1 705 557 ,   4 756,   1 085,648,8,   3 013,2,0,"22,8","13,6","0,2","63,4","0,0",    2 ,"0,0"
Conceição do Tocantins,  1 705 607 ,   3 887,374,   1 448,5,   2 060,- ,0,"9,6","37,3","0,1","53,0","0,0",- ,"0,0"
Couto Magalhães,  1 706 001 ,   5 331,   1 185,498,2,   3 643,3,0,"22,2","9,3","0,0","68,3","0,1",    3 ,"0,1"
Cristalândia,  1 706 100 ,   6 371,   1 433,860,11,   4 058,9,0,"22,5","13,5","0,2","63,7","0,1",    9 ,"0,1"
Crixás do Tocantins,  1 706 258 ,   1 470,266,177,3,   1 023,1,0,"18,1","12,0","0,2","69,6","0,1",    1 ,"0,1"
Darcinópolis,  1 706 506 ,   5 827,   1 555,496,8,   3 765,2,1,"26,7","8,5","0,1","64,6","0,0",    2 ,"0,0"
Dianópolis,  1 707 009 ,   17 739,   2 971,   2 858,14,   11 889,7,0,"16,7","16,1","0,1","67,0","0,0",    7 ,"0,0"
Divinópolis do Tocantins,  1 707 108 ,   7 024,   2 011,701,4,   4 298,10,0,"28,6","10,0","0,1","61,2","0,1",    10 ,"0,1"
Dois Irmãos do Tocantins,  1 707 207 ,   6 327,   1 547,874,15,   3 862,29,0,"24,5","13,8","0,2","61,0","0,5",    29 ,"0,5"
Dueré,  1 707 306 ,   4 248,923,516,1,   2 789,19,0,"21,7","12,1","0,0","65,7","0,4",    19 ,"0,4"
Esperantina,  1 707 405 ,   7 530,   1 269,   1 505,26,   4 697,33,0,"16,9","20,0","0,3","62,4","0,4",    33 ,"0,4"
Fátima,  1 707 553 ,   3 467,753,344,8,   2 358,4,0,"21,7","9,9","0,2","68,0","0,1",    4 ,"0,1"
Figueirópolis,  1 707 652 ,   5 211,   1 246,548,3,   3 405,9,0,"23,9","10,5","0,1","65,3","0,2",    14 ,"0,3"
Filadélfia,  1 707 702 ,   7 712,   1 644,   1 001,5,   5 053,9,0,"21,3","13,0","0,1","65,5","0,1",    9 ,"0,1"
Formoso do Araguaia,  1 708 205 ,   18 881,   3 941,   1 851,11,   11 530,   1 548,0,"20,9","9,8","0,1","61,1","8,2",   1 633 ,"8,6"
Tabocão,  1 708 254 ,   3 455,819,381,9,   2 239,7,0,"23,7","11,0","0,3","64,8","0,2",    7 ,"0,2"
Goianorte,  1 708 304 ,   4 738,   1 382,360,6,   2 983,7,0,"29,2","7,6","0,1","63,0","0,1",    7 ,"0,1"
